url_path,views_total,views_unique
/Unity-Technologies/Megacity-Sample,920,556
/Unity-Technologies/Megacity-Sample/tree/master/Assets,135,90
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay,82,41
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts,79,48
/Unity-Technologies/Megacity-Sample/issues,60,31
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Gameplay/PlayerController,43,24
/Unity-Technologies/Megacity-Sample/issues/1,27,24
/Unity-Technologies/Megacity-Sample/tree/master/Packages,25,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Authoring,24,18
/Unity-Technologies/Megacity-Sample/tree/master/Assets/Scripts/Utils,22,16
